Unnamed: 0,id,cluster_id,type,decision_text,date_filed,scdb_decision_direction
2182,101820,101820,010combined,"In this case, petitioners seek a refund from the Wyoming tax collector. The court ruled that the collector did not have the right to re-evade the tax when it was overpaid. However, the court further held that the statute of limitation prevented the collector from reassuring a claimant about the amount of tax that had been paid.",1932-01-04,1.0
2183,101821,101821,010combined,"The Supreme Court hears a case brought by two railroad companies, the Rio Grande and the Santa Fe, against whom Curtis was employed. The court dismisses the petition for prohibition because it would result in an ""undue burden"" on interstate business. It also decides that there are no sufficient witnesses to support the claim that the plaintiff is responsible for the accident.",1932-01-04,1.0
2184,101822,101822,010combined,"This case concerns a railroad in the Carolinas. It is owned by three railroad companies: the Atlantic coast line railroad, the Louisville and Nashville Railroad, and the Charleston and Western Railroad. They are named as plaintiffs because of their connection to the Ohio River. The order was signed on June 9, 19 1930. The terms of the lease were conditional upon the use of separate operating units for the railway. The conditions stipulated that the road shall be used as an intermediate highway between points at or beyond, the Columbus River, on one hand and point in s southeast and Carolina territory; on the other. The plaintiff's argument is that these conditions guarantee equality of treatment until all lines existing at the date of the order are built. The court disagrees with the plaintiffs' arguments. First, the plaintiff contends that the restrictive terms violate the provisions of the Act prohibiting the commission from requiring carriers to establish ""without its consent"" any through routes which do not embrace substantial the entire length",1932-01-04,2.0
2186,101824,101824,010combined,"In this case, the petitioner is charged with selling morphine in violation of Section 1 and 2 of the NarCotic Act. The court sentences petitioner to 5 years in prison and a $2,000 fine. He contends that the sale of ten grain of morphin from the original package constitutes merely one offense under the law. However, the court disagrees on the distinction between ""an offense continuously in its character"" and an ""isolated act."" It has been held that cohabits with more than two women are continuous offenses because they were committed at different times. The question here is whether each impulse is punished separately or as part of a larger transaction. If both impulses are separated, then there can be only one penalty.",1931-12-11,1.0
2187,101825,101825,010combined,"In this case, the petitioner is a bailway post clerk who has been injured by one of the railroad company's porters. He was employed and paid by Illinois Central Railroad to load United States mail in a mailcar under the direct supervision of a transfer clerk. The railroad companies are required to transport mail ""in the manner"" according to the Postmaster general. Petitioner brings an action against the railroad Company and Hunter for negligently loading the mail. A verdict against the entire group is returned; the Mississippi state court reverses the judgment on the groundthat what Hunter was performing at the time did not belong to them but to the United States as a matter of fact. If the railroad companies were held liable due to Hunter's act, they would be entitled to recover damages from him. However, when the question of who had the authority to perform the work is asked, it becomes necessary to ask who was the owner or manager of the job at the very moment of the accident. One person might be in the service of another, and therefore, with his consent or agreement may be transferred to the serviceof a third party, so that she becomes the servant of that new relation. Here, we must carefully distinction between authoritative direction/control and mere suggestion about details or the necessity cooperation where the work furnished is part of larger undertaking. This paper discusses three cases: Anderson, Driscol, and Anderson. These cases all relate to the concept of direction and control. Anderson asserts that the workers have the power to direct and control their work. Drispoll also relies on the example of Anderson, which shows that the worker does his own work without the knowledge of the master.",1932-01-04,1.0
2188,9418732,101826,020lead,"In this case, the question is whether the state has power to levy a transfer of property by death. The owner of the property was a Maine citizen who died in Massachusetts and his estate was subject to a Massachusetts inheritance tax. The court decides that the stock of the Maine corporation is within its jurisdiction because it passes through the decedent's will. It also determines that there may be an inheritance tax on the transfer even though the person dies in Maine.",1932-01-04,1.0
2189,9418733,101826,040dissent,"In this dissent, Justice Stone defends the Court's decision to deny taxation on the transfer of shares of non-resident stockowners. He contends that there are ""intangible interests"" that can have no place in the state because they are not physical and therefore cannot be considered as permanent assets. The court has recently held that states have the power to levy taxes on those who hold stock in their states. This is an important case because it allows for states to impose taxes on both sides without regard to the decedent's residence or the actual location of the stock certificate.",1932-01-04,1.0
2190,101828,101828,010combined,"In this case, the court ruled that there were still unpaid taxes to be collected on intangible items amounting to ""17530,0901.02"" for 1918 and ""392872.62"" for 1919. The additional value was determined solely by an error made by the state court. The appeals against the company's lines had been rejignant because of the excessiveness of the additional values assigned to such a large number of miles. However, the judgment now makes it clear that the tax collection will not be enforced as long as the amounts set forth in the original judgment are correct.",1932-01-25,2.0
2191,101830,101830,010combined,"This case is a federal court case, which involves a petitioner seeking just compensation from the United States on behalf of seven merchant vessels. The government agrees to pay the petitioner for the services provided by the ship in return for an agreed-upon contract that includes payment of wages and bonuses as well as other expenses. The Court dismisses the petition because it was not brought before the district court when the suit was first filed. However, the Constitution does not allow any suit to be brought against another person who is also a claimant in the same court. It only applies to cases involving ships owned or used by the U.S. under the terms of a ""time charter."" Petitioner contends that this is not merely a time agreement but a binding contract for just compensation. He asserts that there are no duties on petitioner during the period of seizure; instead, the contract releases petitioner's right to use the ship and to define rights over the use of the vessel.",1932-01-04,1.0
2192,101831,101831,010combined,"The railroad company, Long Island Railroad Co., seeks to abandon a part of its branch in New York City because of the high cost of maintaining grade crossings on that branch. The court refuses an interlocutionary injunction and dismisses the bills. In this case, the railroad company is proposing to abandon four of its branches in order to save money on maintenance costs. The company does not appeal against the order but offers to quit claim to the city as long as it can. The transit commission delays the time for the approval of the plan until December 31, 1928. On January 10, 1930, the company submits with the Interstate commerce commission its application for a permit to abandon the 4.1 mile section of the branch from west of flushing river to Whitestone landing. After hearing testimony from an examiner who proposed the plan, the commission grants the company's request. However, the state and the Transit commission challenge the authority of the interstate commerce commission to grant the right to abandon one of its lines. They argue that the continued operation will result in prejudice or injury to interstate business. The evidence supports their argument that the continuing operation will not burden interstate trade.",1932-01-04,2.0
2193,101832,101832,010combined,"The case turns on the authority of the interstate commerce commission to award repairs to shippers who moved under rates prescribed or approved by the commission. The carriers maintain a rate that is more than nine percent higher than the rate set by the petitioner and several other shippers in the initial proceeding. On June 22, 1922, the rate was found unreasonable; for the future it would be unreasonable to the amount that it exceeds 96.5cents. After hearing complaints from various shippers, the commission finally finds that the rate had been unreasonable but that a new rate should have been reasonable. In another case, the court finds that there were many different reasons for the rate being charged. The first reason was that the respondent carriers did not pay reparations at the lower rate they were forced to pay. The second reason was because the carrier did not make the rate reasonable when it could prove that it wasn't reasonable. The third reason was due to the fact that the Congress granted the commission the power to fix prices within its constitutional limits. The Court disagrees with this interpretation. It believes that the order made by the legislature does not affect the actions of the commission as it now performs its legislative function.",1932-01-11,1.0
2197,101836,101836,010combined,"Harry Blackmer is a French citizen who has been ordered to appear at the Supreme Court for contempt. The court orders him to serve on a regular basis as a witnesses in criminal cases and to pay a fine, not exceeding $100. The Constitution rejects the petitioner's claim that the United States does not have the power to authorize consuls or other officials to serve justice. It also asserts that the Congress can provide for proper notice and an opportunity for a hearing when it is needed. However, the government cannot simply give a foreign citizen a notice of the obligation to return to the U.S. without giving him the opportunity to show cause. This means that the country cannot be held responsible for the failure of its citizens to respond to their requests. In addition, the constitution violates the Due Process Clause of the Fifth amendment by prohibiting the US from acting as if there were any legal obligation to comply with the law.",1932-02-15,1.0
2198,101838,101838,010combined,"This paper discusses the contempt proceedings commenced against Krentler Anderson Hinge last Company for violating a permanent order granted by an infringement lawsuit. The case was dismissed in favor of Peterson's patent, and the petitioners appealed on grounds that the invention did not fit into the category of new inventions. The court denied the petitioner's motion to dismiss the suit because the respondent lacks jurisdiction over him. However, the court ruled that the manufacturer's new invention answered every respect the claimed patent and that the question of ""civil conempt"" was not doubtful nor even colorable. The Court also held that profits cannot be recovered from the action as long as it is committed outside the Massachusetts district. In this regard, the matter of the civil contempt proceeding does not relate to the original cause of the suit. Instead, it concerns the enforcement of its decree. It is heard and decided as a separate proceeding for civil or criminal contempt. Although the parties involved in the present suit were initially settled, they ultimately ended with a settlement of the entire issue. The only relief available to the party who violated the decree was a payment of a fine.",1932-02-15,2.0
2200,101841,101841,010combined,"In this case, the petitioners seek to quiet title to certain land lying within Alamedal County. They allege that the county has been using the land without permission or consent and against the Will of petitioners for highway or other purposes. The court finds three of the parcels subject to easement in support of the county's right of way as a highway for highway purposes; the others are denied. The state supreme courts hold that the portion of the highway which was previously known as Niles Canyon is not part of the road now used by the railroad company. However, it is clear that the portions of the original road were removed from the line laid out by the board of supervisors on March 27, 1911 because of flood waters. The plaintiffs testify that they did not abandon the old road but instead moved parts of it into the new road. This conclusion is supported by the fact that the roads have been continuously used since 1859. Congress granted rights of way to the public domain under section 8 of the Act ""of July 26, 1865,"" which provides that all mineral lands may be opened to explore and occupation. Section 9 also provides that rights to water should be protected. The federal government had recognized and encouraged the use of these rights before the passage-of-the-act of 1862. The Supreme Court disagrees with the court's interpretation of the clause in the Act of June 2, 1864 declaring that any pre-emptory claim must be treated as an act of voluntary recognition of property owned by the government. It furthermore asserts that the Constitution does not prohibit the government from giving away property that would otherwise be reserved for its own uses.",1932-02-15,2.0
2202,101843,101843,010combined,"In this case, the court ruled that the insured's life insurance policy must be renewed and paid in full force if it is not paid within one month of the date of the due date. It was agreed that if there was any delay in payment of the monthly premium, the company would pay the monthly income as long as the insured was ""Totally and permanently disabled."" The term of the policy stipulated that unless the insured becomes totally and permanently disabled, the Company shall pay the annual premium at the rate set forth in the contract. However, when the insured dies, no subsequent payments are made because the company has failed to pay the required amount of money on time.",1932-02-15,1.0
2203,9418736,101845,020lead,"In this case, respondent is a manufacturer who has brought suit to restrain him from collecting any tax on the product that it sells in Florida. The court finds that petitioner's complaint is sufficient and granted permanent relief. After trial, the court hears evidence of the product being sold as Southern Nut Products. It was made exclusively of coconut oil, palm oil, salt, water, and harmless coloring material. Respondent had built up enforging a valuable trade in the sale for dealer in Florida and many other states. In January 1922, when the Commissioner of internal revenue issued a new permit to manufacture and selling ""Nut-z-All,"" the company protested against the collector but the court found the product not subject to such taxes. When the commissioner received an order declaring that the product did not contain animal fat, the company appealed to the Supreme Court to stop the collector from collecting the tax. The Supreme Court refused to grant temporary injunction until the owner of the Baltimore Buttertine Company could bring suit against the Collector. However, no appeal was taken. The Petitioner asserts that since the tax would be imposed by heavy penalties and forfeiture of plant with the materials and manufacturing products on hand, the enforcement of these laws would violate Congress's power to collect taxes. This case does not fall within the definition of olomargarin under the Act of June 2, 1886. Instead, it falls under the definition set forth by the Act: ""All substance heretoforth known as Oleomararaine, certain extracteds,and certain mixtures/compounds, including such mixes and compounds of Oleo margarine; oleOmargarine Oil, butterine",1932-02-15,1.0
2204,9418737,101845,040dissent,"
Mr. Justice Stone,
dissenting.
n In my opinion, R. S. § 3224, which says that “ No suit for the purpose of restraining the assessment or collection of any tax shall be maintained in any court,” cannot rightly be construed as permitting the present suit, whose sole purpose is to enjoin the collection of a tax. Enacted in 1867, this statute, for more than sixty years, has been consistently applied as precluding relief, whatever the equities alleged. '
Mr. Justice Brandéis joins me in this opinion. .
",1932-02-15,1.0
2205,101848,101848,010combined,"This case is a federal appeal to the district court for relief from the tax collector. The plaintiff, O'GaraCoal Co., seeks an injunction to stay the collection of the tax until the final decree is made. Although the only relief available in this case was the indenture against payment over the tax, the court finds that there is no way for the plaintiff to defeat the ""equity jurisdiction"" of the state courts.",1932-02-15,2.0
2208,101851,101851,010combined,"In this paper, Justice Roberts defends the tax provisions of the revenue act of 1921. He argues that the definition of gross income for a corporation includes gains and income received by the government from any source. The statute states that if a bond is issued at a fixed price, the net amount paid during an annual year as interest on such bonds is gained or income which can be amortize over the life term of the bonds; in other words, the company must pay back the entire amount due to the creditor. However, the court disagrees with the commissioner's interpretation of the terms of the regulation. It finds that the portion of the premium paid as interest does not reduce the interest paid on the bond because it is assumed that the debtor receives the same amount of money every year.",1932-02-15,1.0
2210,9418738,101864,020lead,"This case concerns the validity of a workmen's compensation award made by Crowell as the deputy commissioner. The complaint is that the award violates the due process provisions of the Fifth, Seventh, and Fourteen Amendments. The court grants writes of certiarari to review the facts and law. The Act deals exclusively with injury or death occurring upon navigably waters of the U.S. If recovery from an injury occurs through workmen1s compensation proceedingsmay not validlly be provided by state law, and it applies solely when the relation between master and servant existed. The employer must secure payment of compensation ""whether of fault as a reason for the injury."" In cases where the injury does not occur on navigable waters in the United States; the relation of Master and servant exists; employers must furnish appropriate medical treatment; and the amount paid is fixed. Workers must secure the payments of compensation by purchasing insurance or becoming self-Insurers in order to secure such security. The Constitution provides for federal power to amend or revize the maritime law. However, there are no objections to this provision because the Congress had recognized the decisions of the Court regarding the scope of its exclusive authority under the Due Process Clause of the fifth amendment. The act also contains provisions for the adjudication of claims within thirty days after they are filed. A claimant must give notice to the department and to the employee of the injury at least ten days before the date of the hearing. When the claimant gives notice, the defiant party must file a written notice giving sufficient time for the deferential parties to present evidence. The defious party must make a public appearance and report back to the judge. The orders are to remain in effect until 30 days after the injury has occurred. An order may be set aside or suspended in whole or part through injuction proceedings brought by anyone in interest against the deptituted party. After considering the circumstances surrounding the injury, the decision concerning the merits of the claim will be final.",1932-02-23,1.0
2211,9418739,101864,040dissent,"In this paper, Justice Brandeis argues that the Longshoreman's and Harbor Workmen's Compensation Act does not allow for a de novo trial in court. The Court believes that Congress has intended to provide for an expeditious approach to judicial review by creating an ""administrative tribunal"" instead of a traditional court. It is believed that Congress intended only to give the deputy the power to hear all issues of fact concerning the claimant-employer relationship. However, the Court contends that such a finding would create serious constitutional doubt because it would leave the delegated commissioner powerless with the ability to determine whether or not the relation exists. This argument is further supported by the Supreme Court's opinion that the existence of employer-e Employe relations is not required under Article III as long as the injury occurs on navigable water.",1932-02-23,1.0
2212,101865,101865,010combined,"The case is brought against Kincaid, the United States and several other federal officials to enjain the carrying of any work in the flood control plan under the Mississippi river flood control act. In particular, the Federalist Papers allege that the project will expose his property ""to additional destructive floodwaters"" and subject it to new servitude. The court dismisses the suit on the grounds that the U.S. was not an essential party; that the Constitution does not require the government to condemn land before proceeding with construction of the floodway; and that the Act requires the Government to take possession of complainant's lands or easements before starting work on the project. The Court reaffirms the decision by holding that the mere adoption of a Plan of flood control involves an intentionally, additional, occasionally flooding of complainants land constitutes taking of it. If the action does not constitute a taking as required by the Act, then the complainant may recover just compensation from the Tucker Act.",1932-02-23,2.0
2213,101866,101866,010combined,"In this case, Justice Brandeis defends a law prohibiting the display of billboards, Street Car Signs, and Posters in Utah. He argues that the state has the power to regulate advertisements ""in certain situations"" and not just with respect to people in different situations. The legislature can recognize degrees of Evil and adapt its legislation appropriately.",1932-02-23,1.0
2214,101867,101867,010combined,"In this case, the plaintiff is a tenant of an insurance company who has violated the terms of their policy by keeping large quantities of fuel on the premises at the time and foreseeing that the fire will result in significant damage to the property. The rideer adds certain provisions to the policy which prohibit the use of any kind of fuel except as permitted by the manufacturer's instructions. The owner of the building does not have the authority to control or know how much fuel is being kept on his premises; therefore, the only way the court can determine whether the presence of gas is sufficient to cause serious injury is by determining whether it is more dangerous than bottting automobile oils.",1932-02-23,2.0
2215,101868,101868,010combined,"In this case, the West Virginia corporation owns and runs a gas distribution system in Kansas. The rate for delivering gas to local customers was set by the Court of industrial relations on August 17, 1920. The company appealed to the Kansas Public Utility Commission to increase the rate so that it would be reasonable enough to pay fair returns. The court denied the request because the pipe line company was an interstate carrier and did not have any authority to regulate its prices. The appellate company filed a motion to restrain further regulation of the rate until some lawful authorities had approved a new price. The district court dismissed the bill after hearing the matter. The first question is whether the rate charged by the pipeline company is ""an interstate rate."" The second question concerns whether the state authority has the authority to make a determination as to whether the price paid for the gas is fair or reasonable. The answer is affirmative.",1932-02-29,2.0
2217,101889,101889,010combined,"

 
   *354
   
  Mr. Justice Sutherland
 

  delivered the opinion of the Court.
 

  This case, like
  
   Heiner
  
  v.
  
   Donnan, ante,
  
  p. 312, is here on a certificate from the Circuit Court of Appeals for the Third Circuit. The question submitted is:
 

  “ Does the second sentence of section 302 (c) of the revenue act of 1926 violate the due-process clause of the fifth amendment to the Constitution of the United States? ”
 

 
   *355
   
  In this case, as in
  
   Heiner
  
  v.
  
   Donnan,
  
  the decedent, within two years prior to his death, had made transfers
  
   inter vivos
  
  without consideration which were complete and irrevocable. The commissioner1 included the value of the property so transferred in the value of the gross estate, and assessed a death transfer tax accordingly. Following a claim for refund and its rejection, the executor brought this action to recover the amount of the tax attributable to such inclusion. The trial court found that in fact none of the transfers had been made in contemplation of death, and rendered judgment for the executor for the amount claimed, on the ground that § 302 (c) violated the due- process clause of the Fifth Amendment and was therefore unconstitutional.
 

  Our decision in
  
   Heiner
  
  v.
  
   Donnan
  
  requires an affirmative answer to the question submitted.
 


   It is so ordered.
  


  Mr. Justice Brandéis and Mr. Justice Stone dissent.
 

  Mr. Justice Cardozo took no part in the consideration or decision of this case.
 
",1932-03-21,1.0
2219,101891,101891,010combined,"

 
   *379
   
  Mr. Chief Justice Hughes
 

  delivered the opinion of the Court.
 

  The petitioners, ‘citizens and voters’ of-the State, sought a writ of mandamus to compel the Secretary of State of New York, in issuing certificates for the election of representatives in Congress, to certify that they are to be elected in the congressional districts defined in the concurrent resolution of the Senate and .Assembly of the State, adopted April 10, 1931. The.'Secretary of State, invoking the provisions of Article I, section 4, of the Constitution of the United States, and those of the Act of Congress of August 8, 1911, c. 5, 37 Stat. 13, and also the requirements of the constitution of the State in relation to the enactment of laws, alleged that the concurrent resolution in question was ineffective, as it had not been submitted to the Governor for approval and had not been approved by him. The Court of Appeals of the State, construing the Federal constitutional provision as contemplating the exercise of the lawmaking power, sustained the respondent’s defense and affirmed the decision of the lower courts refusing the writ. 258 N. Y. 292; 179 N. E. 705. This Court granted a writ of certiorari.
 

  The State of New York, under the reapportionment pursuant to the Act of Congress of June 18, 1929, c. 28, 46 Stat. 21, 26, is entitled to forty-five representatives in Congress in place of forty-three, the number allotted under the previous apportionment. The Court of Appeals decided that, in the absence of a new districting statute dividing the State into forty-five congressional districts, forty-three representatives are to be elected in the existing districts as .defined by the state law, and the two additional representatives by the State at large.
 

  For the reasons stated in the opinion in
  
   Smiley
  
  v.
  
   Holm,
  
  decided this day,
  
   ante,
  
  p. 355, the judgment is affirmed.
 


   Judgment affirmed.
  


  Mr.- Justice Cakdozo took no part in the consideration or decision of this case.
 
",1932-04-11,1.0
2222,101896,101896,010combined,"In this case, Justice Brandeis delivers the opinion on the unmailable provisions of the Criminal Law. The criminal code declares that ""every"" or ""obscene,"" lewd and lascivuous, ""electrified,"" ""miscegenation,"" and ""unquestionablyfilthy"" are terms used to describe indecent behavior. The federal court convicted Limehouse on charges of depositing a certain letter and writing with a specific post office. The district court quashed his charge because no letter was filthy within the definition given to those words in the Sworeingen case. The court furthermore ruled that the meaning of the term ""filthiness"" should not be given to such words at common law because it is not calculated to corrupt or debauch men into whose hand it might fall and induce sexual morality. This decision is supported by the fact that the amendment Congress made to the criminal code adds a class of unmailed matter -- filthies.",1932-04-11,1.0
2225,101899,101899,010combined,"In this case, Justice Butler argues that the government's searches and seizures violated the rights of respondents under the Fourth and Fifth Amendment. The complaint was filed on January 12, 1932, by a prohibition officer named Henry Miller, Jane Doe, and Richard Doe. The accused conspired to solicit orders from room 604) for liquor in New York City. The charges against Lefkovitz were alleged to be a conspiracy to sell, possession, transport, procure, deliver, and take orders for liquor contrary to national prohibition. On January 21, 1921, the district Court refused to make an order suppressing evidence obtained by reasons of the search; instead, it ordered the arrests to be made without warrant. The court disagreed with the district court's interpretation of the definition of ""conspiracy."" It held that all the papers found in the room were not contraband because they did not constitute a nuisance. The Supreme Court also rejected the argument that general searches are forbidden since they do not involve anything specific but only interested in getting hold of evidence.",1932-04-11,2.0
2227,9418746,101901,020lead,"The Supreme Court argues that the annual tax for domestic corporations is not subject to contract clauses, as the Constitution requires. It does not extend the privilege of exerciseing the corporate franchise to property or income measured by tax exempt income. In contrast, the state has no authority to impose taxes on corporations measured by gross income. However, the court has consistently held that the grant of immune immunity from state taxes is limited to taxes ""imposed on the bonds"" and ""not embracing taxes upon the Franchise measured by the Net Income of the taxpayer."" Thus, the California legislature had already proposed a new tax in order to secure equality between the tax burdens of national banks and those of other corporations. This act, however, did not include any non-taxable bond interest. Therefore, the law cannot be invalid because it was intended to include such non-taxed income.",1932-04-11,1.0
2228,9418747,101901,040dissent,"In this paper, the Court argues that it is unreasonable for a state law to levy a tax on bonds issued by the United States. It would have been unfair and unnecessary for the legislature to impose such a burden on the bonds because they were not subjected directly to taxation. However, the Supreme Court in Macallen's case has held that an act imposed on a corporation as a form of tax does not impair the obligation of contract between the company and its owner. The court also holds that when the state imposes a taxes on non-taxed bonds, it cannot be based on the amount of interest received from the bondholders.",1932-04-11,1.0
2229,101904,101904,010combined,"In this case, Justice Roberts argues that the term of limitation for fraud under the revenue act is three years. He argues further that the period to which offenses are subjected must be set by Congress and not by the individual's own proviso in the form of a statute. The court vacated the charge because it was not extended by Congress as an exception to the six-year period required by the section.",1932-04-11,2.0
2232,101907,101907,010combined,"In this case, the court argues that four automobiles are forfeited on different dates in July and August 1930. The three cars were arrested for illegally importating liquor into the U.S.; the fourth was charged with violating the Tariff act of 1930, which prohibits the sale of alcohol within the country. All four were ordered to pay fines and make entry at an official stop place. Each vehicle was accused of violations of the tariff Act of 1930: unlawfully bringing liquor into United States; knowingly hiding and facilitating transportation; and failing to obtain permits, payment of duties, and making entry at the Customs House. Three interveners claimed ownership of the automobiles, but none of them had notice of the improper use or intended illegal uses of the car. They appealed against the judgment roll by the government, asking whether the provisions of section 26 of the national prohibition act apply when the driver is caught driving intoxicating liquids across the border. The court answers these questions as follows: 1) Does Section 26 repeal by imply and render inoperable in liquor importations and transportation cases? 2) Does the mandatory provision of Section 26 apply when it is discovered that each automobile has been engaged in mucking dutiably merchandise into the US in violation of customs laws therein? 3) Is the records in the criminal trial wherein the defendant pleaded innocent of violating any customs law admissible under the separate forfeitures proceedings whereinthe intervener is not the only party appearance, for the purposes of showing unlawful Importation by the motorcar or for other purpose? The answer to the first question, ""Do Section 26 of title II of the federal prohibition act repealby implication and rendering inoperaculature in liquor importation and transportation lawsuits?"" responds directly to the second question, asks whether the authorities can arrest the driver without paying duty and then forfeit the automobile. If the owner pleads guilty of violates the customs acts, the prosecution may be governed either by the election of Congress or by the Constitution. The consequences of such restitution will be to withdraw all remedies and sanctions already existing for the worse part of ten years. Forfence of vehicles bearing goods is one time-honed method adopted by the Gov for the rescort of smugled goods. The provisions contained in the Revised statutes, namely 3061 and 30,",1932-05-02,2.0
2233,101932,101932,010combined,"In this case, the People seek a federal receiver to pay their corporate taxes. The court grants the receiver authority to carry out the business and to pay all its taxes and other expenses. The company sells all of its assets and then pays off its debts. A state tax is imposed on ""the privilege of exercise its franchise and transacting it within this state."" There are many differences between the terms of the statute and the courts' decisions. Some courts say that the tax should be paid by both the corporation and the receiver; others argue that the only way the legislature can make such a decision is through general principles. This opinion is not limited to cases where the legislature has made a judgment as to whether or not the tax was intended to reach an environment where the business could be conducted through the arms of a collector. It is decided that the annual taxes must be paid in order to protect the business from creditors. However, the laws do not allow the government to take advantage of the fact that the business is being run by a receiver.",1932-05-16,2.0
2234,101937,101937,010combined,"In this case, the question is whether the $171, 979.22 that the company received from the government in 1917 was taxed as a gross income. The court decides that the money paid by the company to the receiver in 1917 represents the net profits that had been earned during the period of the lawsuit against the company. The Company appeals to the Court and receives a ruling that the profit was not deemed taxable because it was only a portion of the property owned by the firm. However, the court furthermore determines that there was no way for the company's returns to be reconciled with the actual year's tax.",1932-05-23,2.0
2235,9418750,101912,020lead,"In this case, the Supreme Court has modified a previous decree of restraint that had previously been granted to five meatpackers by the government. The packer's actions have resulted in an illegal monopoly on large portions of the nation's food supply. The lawsuit was brought against the five meat packing companies: Swift & company, Armour and Company, Wilson And Company, Morris Packing Co., and CudalhyPacking Company. The suit sought to amend the terms of the consent decree so that it would not interfere with the activities of other meatpacking companies. However, the court refused to alter the conditions under the original decree as long as the defendants did not violate any law. This decision is important because it determines whether or not the courts will continue to enforce the provisions of the new decree.",1932-05-02,2.0
2236,9418751,101912,040dissent,"In this brief, Justice Butler dissents from the Court's decision to grant certain portions of the original 1920 consent decree back to defendants. He argues that the conditions in the marketplace are favorable for competition now, and that each of the packers suffered significant operating losses during the period 1921 through 1927. The court finds that the strength of the food business is not limited by the provision in the 1920 consent order guaranteeing that no one will be able to monopolize it.",1932-05-02,1.0
2240,9418752,101917,020lead,"In 1922, Thomas Walker brought an interpleader action in the Supreme court to recover the money he collected as a rental from certain real estate. The suit was based on the Holmes will and the title of the claimants rested on the same provisions that were involved in this suit. After hearing the appeals against respondent for the property, the court reversed its judgment and ordered the respondent to pay the money. Some months later, another interpleadering action is brought by respondent seeking the repossession or forfeitment of the same property. The first act involves only the possession of the money collected by Walker. However, the second act does not involve any other property. It is clear that the doctrine of estepty applies to both cases. A judgment cannot be set aside upon appeal or otherwise.",1932-05-16,1.0
2241,9418753,101917,040dissent,"In this paper, Justice Stone argues that the real estate of Sisas Holmes is held in trust by his will. The property is divided according to the death of Virginia Allen, the grandson of the original testator. A lawsuit ensues between Lorenzo and the Allens' nephew and sisters. The brothers and sisters appeal to the Supreme Court on July 24, 1927, but the court reverses the judgment. On May 27, 1926, a new decree is entered declaring that Silas had died as to the property described in the complaint. The rents accrued since her death have been divided equally. This decision was made on January 3, 1927. The case now centers on an action of ""ejectment"" against the Allen family to recover possession of their property. They bring suit for redress under the terms of the will and subsequent decree. When the respondent pleads with the appeal not to be dismissed, the appeal is granted. The plaintiff seeks restitution; he must show that he has lost possession because of the judgment or else he will be restored to it. There are two remedies available: summary motion to the appeal or a plenneary suit. One is brought by a party seeking relief from a judgment. The other is brought through a petitioner who claims to be the owners of the property. The petitioners claim that they were entitled to deeds to be executed at the request of a trustee. If the petitioners did not wish to pay back the money due to the judgment, they could only execute a note back. However, the second judgment came after the first judgment had been reversed. Thus, there was no need for a third remedy. It would have been more difficult for the respondant to challenge the judgment than to appeal directly to the court. Therefore, even if the trial had been heard before the final judgment, then the appeal would have come up with a better result.",1932-05-16,1.0
2245,101922,101922,010combined,"In this case, the former owner of a lease is brought before a bankruptcy referee. The court hears the matter and decides that the issue is whether the previous owner of the lease should be allowed to possession or not. The respondent, Lyvers, appeals to the court to vacate the lease. Both courts agree that the question of title is decided by reason of an adjudicating proceeding in bankruptcy.",1932-05-16,1.0
2247,101926,101926,010combined,"The petitioner pays the railroad tax on its return for 1920. A claim for refund is brought, and the Commissioner makes a reduction to the railway's income by adding some of the additional money that the railroad had earned during the period in which it was operating. The amount claimed as a refundable payment was not within the intended intent of the sixteenth amendment or  2113 of the revenue act of 1918. The Court denies recovery because the petitioner maintains that the award was not based on an actual loss due to federal control. However, the court disagrees with the argument that the payments were ""no subsidy or bonuses"" but were ""intentionally within the intent."" The Transportation Act takes effect on February 28 1920. The Federalist Papers are concerned that while the commission may vary the amount paid by the government, the Petitioner's case presents problems not different from those faced by many business concerns. The question of whether the carrier could have accurately calculated the amount required to be paid is answered.",1932-05-16,2.0
2248,101927,101927,010combined,"The petitioner's railroad is granted a public right of way by the North Carolina legislature in order to build street railways near Gastonia. It also obtains trackage rights and other rights over its lines, which are intended to serve as a link between two cities. The company submits an application to the federal government for a permit to build two intercity electric railways that would extend from Charlotte to Gastonia within seventy five miles. The United States Court dismisses the suit because no certificate has been obtained under the provisions of the Interstate commerce Act. The court hears the case and grants the petitioner permission to build the new lines. The petitioners argument is that the roads are ""electronically"" and ""interurban,"" meaning they do not fit into a steam rail system. However, the phrase ""street, suburb, or inter-interurban electrical railways"" does not apply to this particular type of railway; it simply refers to a road that extends between two different cities. Petyer contends that the proposed trains would be too narrow to reach these points. The Federalist defends the use of the word ""electric"" as being used to describe the railway but rejects the claim that the words ""are descriptive."" The fact that Congress had considered such a broad class of carriers makes it unlikely that any new railway would be classified as an inter urban electric railway.",1932-05-16,2.0
